scenario,status,objective,gen_cost,shed_cost,total_demand_MW,served_load_MW,total_shed_MW,shed_pct,shed_level1_MW,shed_level2_MW,shed_level3_MW,n_gen_fault,n_line_fault_direct,n_transformer_fault,n_branch_outage_total,n_thermal_off,failed_generators,failed_lines_direct,failed_transformers,failed_transformer_buses,outaged_branches_total,thermal_unit_on
1173,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1174,optimal,1856229.960667825,215924.06002137897,1640305.900646446,6754.5684,5114.2624998873,1640.3059001127006,24.284392472992064,2.971388210049674e-08,6.65801420753459e-08,1640.3059000164064,1,0,0,0,1,G9,,,,,G2=1;G3=1;G4=1;G5=1;G9=0;G10=1
1175,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1176,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1177,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1178,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1179,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1180,optimal,1856229.960695843,215924.06002111384,1640305.9006747291,6754.5684,5114.262499882302,1640.3059001176978,24.284392473066045,3.098271500605984e-08,6.954665318712969e-08,1640.3059000171684,1,1,0,1,1,G9,L29,,,L29,G2=1;G3=1;G4=1;G5=1;G9=0;G10=1
1181,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1182,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1183,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1184,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1185,optimal,1762008.5196608987,219202.6194002331,1542805.9002606657,6754.5684,5211.7624999602185,1542.8059000397816,22.840924966275885,1.2386286324785578e-08,2.7351815042006216e-08,1542.8059000000437,1,0,0,0,1,G2,,,,,G2=0;G3=1;G4=1;G5=1;G9=1;G10=1
1186,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1187,optimal,1856229.960667825,215924.06002137897,1640305.900646446,6754.5684,5114.2624998873,1640.3059001127006,24.284392472992064,2.971388210049674e-08,6.65801420753459e-08,1640.3059000164064,1,0,0,0,1,G9,,,,,G2=1;G3=1;G4=1;G5=1;G9=0;G10=1
1188,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1189,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1190,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1191,optimal,1942005.9141787183,176450.01352167473,1765555.9006570436,6754.5684,4989.012499876619,1765.555900123381,26.138693038083392,2.9752059733918543e-08,6.64735338223288e-08,1765.5559000271553,1,0,0,0,1,G10,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=0
1192,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1193,optimal,1856229.960677115,215924.0600212886,1640305.9006558263,6754.5684,5114.262499885711,1640.3059001142892,24.284392473015583,3.0134841637619665e-08,6.758088313967037e-08,1640.3059000165733,1,1,0,1,1,G8,L46,,,L46,G2=1;G3=1;G4=1;G5=1;G9=0;G10=1
1194,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1195,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1196,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1197,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1198,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1199,optimal,1421105.0200076625,248686.61939763324,1172418.4006100292,6754.5684,5582.149999912271,1172.4184000877294,17.357413984996132,2.9548047475535493e-08,6.409181553006159e-08,1172.4183999940894,1,0,0,0,0,G7,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1200,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1201,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1202,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1203,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1204,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1205,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1206,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1207,optimal,1760144.3196719813,217338.41940008034,1542805.900271901,6754.5684,5211.762499954262,1542.8059000457379,22.840924966364064,1.2671097422401753e-08,2.803087046639168e-08,1542.8059000050362,1,0,0,0,1,G3,,,,,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
1208,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1209,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1210,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1211,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1212,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1213,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1214,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1215,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1216,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1217,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1218,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1219,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1220,optimal,1421105.0199525116,248686.61939802274,1172418.4005544889,6754.5684,5582.149999920852,1172.4184000791483,17.35741398486909,2.6825432631213157e-08,5.847792762293429e-08,1172.4183999938448,0,1,0,1,0,,L39,,,L39,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1221,optimal,1942005.9141787183,176450.01352167473,1765555.9006570436,6754.5684,4989.012499876619,1765.555900123381,26.138693038083392,2.9752059733918543e-08,6.64735338223288e-08,1765.5559000271553,1,0,0,0,1,G10,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=0
1222,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1223,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1224,optimal,1856229.960667825,215924.06002137897,1640305.900646446,6754.5684,5114.2624998873,1640.3059001127006,24.284392472992064,2.971388210049674e-08,6.65801420753459e-08,1640.3059000164064,1,0,0,0,1,G9,,,,,G2=1;G3=1;G4=1;G5=1;G9=0;G10=1
1225,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1226,optimal,1760144.3196719813,217338.41940008034,1542805.900271901,6754.5684,5211.762499954262,1542.8059000457379,22.840924966364064,1.2671097422401753e-08,2.803087046639168e-08,1542.8059000050362,1,0,0,0,1,G3,,,,,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
1227,optimal,1809272.2391835516,238966.33814384614,1570305.9010397056,6754.5684,5184.262499825423,1570.305900174577,23.24805682883568,4.869627558902072e-08,1.0671562093651315e-07,1570.3059000191647,1,0,0,0,0,G1,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1228,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1229,optimal,1942005.9141787183,176450.01352167473,1765555.9006570436,6754.5684,4989.012499876619,1765.555900123381,26.138693038083392,2.9752059733918543e-08,6.64735338223288e-08,1765.5559000271553,1,0,0,0,1,G10,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=0
1230,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1231,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1232,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,1,0,0,0,0,G8,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1233,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1234,optimal,2786743.3591994885,143687.45425455927,2643055.9049449293,6754.5684,4111.512499251416,2643.055900748584,39.129900598069064,2.457369655010559e-07,4.961780797122236e-07,2643.055900006669,2,0,0,0,2,G9;G10,,,,,G2=1;G3=1;G4=1;G5=1;G9=0;G10=0
1235,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1236,optimal,1011492.5200712052,248686.61939613664,762805.9006750686,6754.5684,5991.762499871232,762.8059001287681,11.293184922500275,3.14046425564355e-08,6.591466976111172e-08,762.8059000314487,0,1,0,1,0,,L37,,,L37,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1237,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1238,optimal,1011492.5200296848,248686.61939644103,762805.9006332437,6754.5684,5991.7624998787915,762.8059001212088,11.293184922388361,2.9377790424011868e-08,6.190874407205029e-08,762.8059000299222,0,1,0,1,0,,L30,,,L30,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1239,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1240,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1241,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1242,optimal,1011492.5200261334,248686.61939652177,762805.9006296117,6754.5684,5991.76249988022,762.8059001197803,11.293184922367212,2.9275142634603918e-08,6.158872775840025e-08,762.8059000289165,0,1,0,1,0,,L43,,,L43,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1243,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1244,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1245,optimal,1011492.5197590671,248686.61939888433,762805.9003601827,6754.5684,5991.76249993248,762.8059000675204,11.293184921593516,1.6455040694712703e-08,3.6141762783183105e-08,762.8059000149235,0,1,0,1,0,,L2,,,L2,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1246,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1247,optimal,1762008.5196608987,219202.6194002331,1542805.9002606657,6754.5684,5211.7624999602185,1542.8059000397816,22.840924966275885,1.2386286324785578e-08,2.7351815042006216e-08,1542.8059000000437,1,0,0,0,1,G2,,,,,G2=0;G3=1;G4=1;G5=1;G9=1;G10=1
1248,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1249,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1250,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1251,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1252,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1253,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1254,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1255,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1256,optimal,1011492.5200381498,248686.61939626903,762805.9006418807,6754.5684,5991.762499875977,762.805900124024,11.29318492243004,2.9662259974083655e-08,6.272405522346802e-08,762.8059000316377,0,1,0,1,0,,L7,,,L7,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1257,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1258,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
1259,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1260,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1261,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1262,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1263,optimal,1421105.0200076625,248686.61939763324,1172418.4006100292,6754.5684,5582.149999912271,1172.4184000877294,17.357413984996132,2.9548047475535493e-08,6.409181553006159e-08,1172.4183999940894,1,0,0,0,0,G7,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1264,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1265,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1266,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1267,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1268,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1269,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
1270,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
